isbn13,title,authors,categories,average_rating,ratings_count,weighted_rating
9780006646006,Ocean Star Express,Mark Haddon;Peter Sutton,Juvenile Fiction,3.5,1.0,3.933126488713174
9780394718132,The Occult,Colin Wilson,"Body, Mind & Spirit",3.92,34.0,3.9331243029522494
9780521855266,Economic Origins of Dictatorship and Democracy,Daron Acemoglu;James A. Robinson,Business & Economics,3.93,143.0,3.9331242134803737
9780895873316,Topsail Island,Ray McAllister,History,3.92,38.0,3.933115598751328
9780745635323,Political Philosophy,Adam Swift,Philosophy,3.93,164.0,3.933113557995687
9780521437202,Numerical Recipes in C,William H. Press,C (Computer program language),3.86,7.0,3.9331133627713752
9780240805412,Avid Editing,Sam Kauffmann,Performing Arts,3.83,5.0,3.9331127337088225
9781587172489,Ivanhoe,Marianna Mayer;Sir Walter Scott,Juvenile Fiction,3.93,169.0,3.9331110316798155
9780634041129,Michael W. Smith,Michael W. Smith,Music,3.8,4.0,3.9331099178738493
9780822002420,CliffsNotes on Wright's Black Boy,Carl Senna,Literary Criticism,3.75,3.0,3.933107101099678
9780027897500,The Journey with Grandmother,Edith Unnerstad,Grandmothers,3.75,3.0,3.933107101099678
9780521834346,Myths of the Underworld Journey,"Radcliffe G. Edmonds, III",History,3.75,3.0,3.933107101099678
9780192835079,Hans Andersen's Fairy Tales,Hans Christian Andersen,Juvenile Fiction,3.9,17.0,3.9331048550341405
9780195144819,El Libertador,Simón Bolívar,Literary Collections,3.85,7.0,3.9331016965907994
9780061161575,Ines of My Soul LP,Isabel Allende,Fiction,3.92,45.0,3.9331003941487923
9780671771621,The Hidden Persuaders,Vance Packard,Advertising,3.89,14.0,3.9330980823120303
9781840233803,Planet of the Apes,Ian Edginton;Paco Medina;Adrian Sibar,Human-animal relationships,3.32,1.0,3.9330964599355958
9780696211522,Second Home,,House & Home,3.83,6.0,3.9330955461047536
9780786647972,Deluxe Encyclopedia of Mandolin Chords,John Baxter,Music,3.83,6.0,3.9330955461047536
9780791070482,Bram Stoker's Dracula,Harold Bloom,Juvenile Nonfiction,3.83,6.0,3.9330955461047536
9780192802774,Phaedrus,Plato;Robin Waterfield,Philosophy,3.91,27.0,3.933094714500053
9780822001836,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman,Literary Criticism,3.89,15.0,3.9330909091613937
9781563896231,The Flash,Mark Waid;Humberto Ramos,Juvenile Fiction,3.93,214.0,3.933088477984444
9780822002109,Cliffs notes on Faulkner's As I lay dying,James L. Roberts,Literary Criticism,3.85,8.0,3.9330878491929084
9780753453216,The Iliad,Nick McCarty;Victor G. Ambrus,Juvenile Fiction,3.85,8.0,3.9330878491929084
9780226735191,The Family Idiot,Jean-Paul Sartre,Biography & Autobiography,3.8,5.0,3.9330877264150286
9780373033102,Lawful Possession,Catherine George,Fiction,3.25,1.0,3.9330847820776484
9780231124928,The Intellectuals and the Flag,Todd Gitlin;Professor of Culture Journalism and Sociology Todd Gitlin,Political Science,3.59,2.0,3.93308426753996
9780571214266,The Greek Islands,Lawrence Durrell,Biography & Autobiography,3.9,21.0,3.933082837422612
9780439781473,Fourth of July mice,Bethany Roberts,Music,3.23,1.0,3.9330814455468066
9780495006855,Sociology in Our Times,Diana Kendall,Science,3.22,1.0,3.9330797772813852
9780761316435,Baby's Alphabet,Jean Marzollo,Juvenile Nonfiction,3.75,4.0,3.933076569255733
9781852339463,The Future of the Universe,A.J. Meadows,Science,3.75,4.0,3.933076569255733
9780824521233,Save the Date,Jason King;Donna Freitas,Religion,3.75,4.0,3.933076569255733
9780393324464,The Future of Spacetime,Stephen W. Hawking;Kip S. Thorne;Igor D. Novikov;Timothy Ferris;Alan Lightman,Science,3.93,241.0,3.9330751020522023
9780525469780,"Boy, Were We Wrong about Dinosaurs!",Kathleen V. Kudlinski,Juvenile Nonfiction,3.93,243.0,3.9330741158499007
9780226204192,Bengal Nights,Mircea Eliade,Fiction,3.93,245.0,3.933073130279957
9780345438713,The Collapse of the Common Good,Philip K. Howard,Political Science,3.92,58.0,3.9330722503563633
9780521629249,The Cambridge Companion to Schopenhauer,Christopher Janaway,Philosophy,3.89,18.0,3.9330694040289362
9780806132792,So Far from God,John S. D. Eisenhower,History,3.93,253.0,3.933069194311618
9780471133124,Extraordinary Popular Delusions and the Madness of Crowds and ConfusiÃ3n de Confusiones,Charles Mackay,Business & Economics,3.91,34.0,3.93306789248313
9783861878759,Wicked Dreams,Kingdome 19,Photography,3.67,3.0,3.9330670760840434
9781886363069,Charles Dickens as a Legal Historian,William Searle Holdsworth,History,3.67,3.0,3.9330670760840434
9780822013549,"Beckett's Waiting for Godot, Endgame, & Other Plays",Jeffrey Fisher;James L. Roberts,Study Aids,3.67,3.0,3.9330670760840434
9780761542919,Medal of Honor Rising Sun,Mark Cohen,Games & Activities,3.67,3.0,3.9330670760840434
9780689876707,Star Bright,Cathy Hapka,Juvenile Nonfiction,3.67,3.0,3.9330670760840434
9780892812929,The Stress-Free Habit,John Perkins,Health & Fitness,3.88,15.0,3.933065943489193
9780140188264,North of South,Shiva Naipaul,Social Science,3.93,264.0,3.9330637987884365
9780231121255,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades,Usāmah ibn Munqidh;Philip Khuri Hitti,History,3.92,66.0,3.93305499112414
9780764585975,CliffsNotes on Golding's Lord of the Flies,Maureen Kelly,Literary Criticism,3.92,66.0,3.93305499112414
9780887847448,Feeding the Future,Andrew Heintzman;Evan Solomon,Social Science,3.5,2.0,3.933054243771143
9781889963853,Not Just a Pretty Face,Molly Lee,Antiques & Collectibles,3.5,2.0,3.933054243771143
9780192838971,The Notebooks of Leonardo Da Vinci,Leonardo Da Vinci;Leonardo (da Vinci),Art,3.92,67.0,3.933052836924045
9780142404201,Charlie and the Chocolate Factory,Roald Dahl,Juvenile Fiction,3.86,12.0,3.9330524882342854
9780805242164,Emma Lazarus,Esther H. Schor,Biography & Autobiography,3.9,27.0,3.933049865864199
9780822000235,CliffsNotes on Shakespeare's King Henry IV,James K. Lowers,Literary Criticism,3.88,17.0,3.9330482850079354
9781559501774,The Birth of Heroin and the Demonization of the Dope Fiend,Th Metzger,Social Science,3.88,17.0,3.9330482850079354
9780140817782,Ten Short Stories,Roald Dahl,Short stories,3.82,8.0,3.9330478575245063
9780770517120,Who do you think you are?,Alice Munro,Canada,3.93,302.0,3.9330453047883633
9780192824547,The First Philosophers,Robin Waterfield,Philosophy,3.93,303.0,3.9330448211187523
9780330367479,Rumer Godden,Anne Chisholm,British,3.83,9.0,3.9330440176548698
9780299125400,Mark Twain's Own Autobiography,Mark Twain,"Authors, American",3.83,9.0,3.9330440176548698
9780091895815,The Toy Maker,Anthony McReavy,Biography & Autobiography,3.0,1.0,3.933043075442123
9781560067849,Flowers for Algernon,Patrice Cassedy,Juvenile Nonfiction,3.0,1.0,3.933043075442123
9780861366583,"20,000 Leagues Under the Sea",Jules Verne,Sea stories,3.88,18.0,3.933039460173665
9780523401218,Triax,Robert Silverberg,Science fiction,3.69,4.0,3.933036550913993
9780321209184,American Government,Karen O'Connor;Larry Sabato,Political Science,2.95,1.0,3.933034734115018
9780691096100,The Essential John Nash,John Nash,Mathematics,3.92,76.0,3.933033481067503
9780060737047,Behind the Curtain,Peter Abrahams,Juvenile Fiction,3.9,30.0,3.933033404718208
9780060977665,Courtesans and Fishcakes,James Davidson,History,3.93,332.0,3.9330308612258715
9781740599085,Amsterdam,Andrew Bender,Travel,3.87,16.0,3.9330304871604516
9788171565641,Aspects of the Novel,E. M. Forster,English fiction,3.83,10.0,3.9330268529494763
9780743260947,The Sleeping Doll,Jeffery Deaver,Fiction,3.93,347.0,3.9330236907013045
9780727852663,The Dig,Alan Dean Foster;Sean Clark,Interplanetary voyages,3.4,2.0,3.933020884028013
9781843534099,Cuba,Fiona McAuslan;Matthew Norman,Travel,3.78,7.0,3.933020033326769
9780312132149,White Man's Grave,Richard Dooling,Fiction,3.93,355.0,3.933019880277075
9780373274741,Wild Fire,Debra Cowan,Fiction,3.85,13.0,3.9330186813683983
9780007173020,The Silmarillion,John Ronald Reuel Tolkien;Ted Nasmith,Fiction,3.91,49.0,3.9330106260033832
9781406503432,Flatland,Edwin Abbott Abbott,Fiction,3.82,10.0,3.9330101953057
9780756611774,A Faith Like Mine,Laura Buller,Juvenile Nonfiction,3.91,50.0,3.933006818345914
9780226025971,Love and Saint Augustine,Hannah Arendt;Joanna Vecchiarelli Scott;Judith Chelius Stark,Family & Relationships,3.92,89.0,3.9330056237361077
9780205479801,The Actor in You,Robert L. Benedetti,Performing Arts,3.7,5.0,3.9330043687690486
9780851115191,Salvation to the Ends of the Earth,Andreas J. Köstenberger;Peter Thomas O'Brien,Religion,3.92,92.0,3.9329992120239834
9780415907446,Assemblywomen,Aristophanes;Jeffrey Henderson,Drama,3.92,93.0,3.9329970761912416
9780913668061,What Color is Your Parachute?,Richard Nelson Bolles,Applications for positions,3.69,5.0,3.9329960330044504
9780373638529,Hydra's Ring,James Axler,Fiction,3.88,23.0,3.9329953800073043
9780131730366,Organized Crime,Michael D. Lyman;Gary W. Potter,Law,3.83,12.0,3.9329925406883883
9780425164174,One is the Loneliest Number,Tom Clancy;Steve R. Pieczenik,Juvenile Fiction,3.93,413.0,3.932992539312225
9780865165465,The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,Literary Criticism,3.82,11.0,3.9329913736051867
9781564783950,The Review of Comtemporary Fiction - Future of Fiction,John O'Brien;David Foster Wallace,Literary Criticism,3.82,11.0,3.9329913736051867
9781567922691,Selected Poems of Herman Melville,Herman Melville,Poetry,3.82,11.0,3.9329913736051867
9780940895485,Christian Mythmakers,Rolland Hein,Literary Criticism,3.93,433.0,3.9329832258267174
9780060760823,A Couple of April Fools,Gregory Maguire,Juvenile Fiction,3.5,3.0,3.9329820229258194
9780688085872,A Short History of World War II,James L. Stokesbury,History,3.93,454.0,3.93297350885555
9780764587276,CliffsComplete The Adventures of Huckleberry Finn,Mark Twain,Fiction,3.81,11.0,3.9329730532487726
9781740597463,Cuba : Brendan Sainsbury,Brendan Sainsbury,Travel,3.91,59.0,3.9329726060504675
9780877477853,The Loftier Way,Blaine M. Yorgason;Brenton G. Yorgason,Fiction,3.78,9.0,3.932969045769327
9780786808373,Baby Einstein: Birds,Julie Aigner-Clark,Juvenile Fiction,3.78,9.0,3.932969045769327
9780822005339,CliffsNotes on Williams' The Glass Menagerie & Streetcar Named Desire,James L. Roberts,Literary Criticism,3.78,9.0,3.932969045769327
9780486445632,Philosophy of Right,G. W. F. Hegel;S. W. Dyde,Philosophy,3.86,19.0,3.932967433983774
9780872207363,Republic,Plato,Political Science,3.93,470.0,3.932966147831036
9780874808001,A Gateway to Sindarin,David Salo,Language Arts & Disciplines,3.73,7.0,3.93296170242389
9780325001531,The Power of One,Louis E. Catron,Performing Arts,3.79,10.0,3.9329602223743714
9780618582150,The Best American Travel Writing 2006,Tim Cahill;Jason Wilson,Travel,3.93,488.0,3.93295791012057
9780142180099,Nuns and Soldiers,Iris Murdoch,Fiction,3.93,489.0,3.932957453811399
9780671771300,Justine,Lawrence Durrell,,3.9,44.0,3.9329568023469204
9781843536161,The Rough Guide to Vietnam,Jan Dodd;Mark Lewis;Ron Emmons,Travel,3.89,34.0,3.932955071544891
9780310257868,Becoming a Contagious Christian,Mark Mittelberg;Lee Strobel;Bill Hybels,Religion,3.75,8.0,3.932954543631567
9780873527361,Approaches to Teaching Atwood's The Handmaid's Tale and Other Works,Sharon Rose Wilson;Thomas B. Friedman;Shannon Eileen Hengen,Literary Criticism,3.75,8.0,3.932954543631567
9781590528600,Sense and Sensuality,Ravi Zacharias,Religion,3.93,501.0,3.9329519890624693
9781426423703,The Adventures of Sally,P. G. Wodehouse,Fiction,3.78,10.0,3.932943564730595
9780878937202,Essentials of Conservation Biology,Richard B. Primack,Science,3.89,36.0,3.9329408226510667
9780380771080,Neon Lit:city of Glass,Bob Callahan,Fiction,3.92,120.0,3.9329396728366977
9780374526962,The Eclogues of Virgil,Virgil,Poetry,3.91,68.0,3.932938495354744
9780806115603,Tibullus,Michael C. J. Putnam,Foreign Language Study,3.67,6.0,3.9329355261022534
9781844164110,Outlander,Matt Keefe,Fiction,3.9,48.0,3.9329349811659746
9780822001461,All the King's Men,L. David Allen;Robert H. Lynn,Literary Criticism,3.4,3.0,3.932931991656276
9780963188922,Pyramids of Montauk,Preston B. Nichols;Peter Moon,Fiction,3.91,70.0,3.9329309289521204
9780330481915,Blackout,John J. Nance,Bombings,3.93,552.0,3.93292898742889
9780252019814,Chicago Stories,James Thomas Farrell;Professor James T Farrell,Fiction,3.89,38.0,3.932926583207286
9780736805995,"The Girlhood Diary of Louisa May Alcott, 1843-1846",Louisa May Alcott,Juvenile Nonfiction,3.87,26.0,3.932925772308667
9780736909525,The Rapture,Tim F. LaHaye,Religion,3.52,4.0,3.9329231656123964
9781574881721,Insurgency & Terrorism,Bard E. O'Neill,Political Science,3.92,128.0,3.932922761685757
9780486274287,A Diderot Pictorial Encyclopedia of Trades and Industry,Denis Diderot,Design,3.6,5.0,3.932921011123068
9780131492028,Java,Walter J. Savitch,Computers,3.86,23.0,3.93291892041869
9780140188929,The Monkey's Wrench,Primo Levi,Fiction,3.93,576.0,3.9329182867098904
9780553274912,Starting Over,Francine Pascal,Juvenile Fiction,3.37,3.0,3.932916982275413
9780099283225,Ali and Nino,Kurban Said,Azerbaijan,3.92,131.0,3.9329164313946925
9780194230353,The Hound of the Baskervilles,Sir Arthur Conan Doyle,Fiction,3.92,131.0,3.9329164313946925
9781558321250,Paul Kirk's Championship Barbecue Sauces,Paul Kirk,Cooking,3.9,52.0,3.9329131888621554
9781904148456,The Scandal of Ulysses,Bruce Arnold,Literary Criticism,3.79,12.0,3.932912610627192
9780826414748,Don DeLillo's White Noise,Leonard Orr,Literary Criticism,3.91,75.0,3.932912034766027
9780321276230,Essentials of American Government,Karen O'Connor;Larry J. Sabato,Political Science,3.5,4.0,3.9329098261651496
9781580012591,International Plumbing Code 2006,International Code Council,Technology & Engineering,3.5,4.0,3.9329098261651496
9780764537158,CliffsNotes On Joyce's Dubliners,Adam Sexton,Literary Criticism,3.5,4.0,3.9329098261651496
9781885586421,The World of Jules Verne,Gonzague Saint Bris,Fiction,3.5,4.0,3.9329098261651496
9780764538131,CliffsNotes on Dostoevsky's The Brothers Karamazov,James L. Roberts;Gary Carey,Literary Criticism,3.5,4.0,3.9329098261651496
9780887511127,Teaching the World's Children,Mary Ashworth;Patricia Wakefield,Education,3.5,4.0,3.9329098261651496
9780231082815,Three Plays by Kobo Abe,Kōbō Abe,Fiction,3.91,76.0,3.932908259664529
9780805832891,Writing the Qualitative Dissertation,Judith M. Meloy,Education,3.71,8.0,3.9329012214070307
9780586210680,The Master of Whitestorm,Janny Wurts,Fantasy fiction,3.91,78.0,3.9329007131923315
9780099474548,A Very Long Engagement,Sébastien Japrisot,Feature films [DVD],3.91,79.0,3.932896941820403
9780789430748,A Young Person's Guide to Philosophy,,Juvenile Nonfiction,3.9,56.0,3.932891425378178
9781574231007,Thus Spake the Corpse,Andrei Codrescu;Laura Rosenthal,Poetry,3.83,18.0,3.9328897408973083
9780884196488,The Bible Cure for Diabetes,Don Colbert,Health & Fitness,3.84,20.0,3.9328887797728256
9781586638221,The Aristotle's Ethics,Aristotle,Study Aids,3.0,2.0,3.932887445055493
9781864503821,Southwest France,John King;Julia Wilkinson,Travel,3.0,2.0,3.932887445055493
9780974559308,Creating Contagious Leadership,John Hersey,Leadership,3.0,2.0,3.932887445055493
9780415283045,New Media Language,Jean Aitchison;Diana M. Lewis,Language Arts & Disciplines,3.0,2.0,3.932887445055493
9780738546780,Selections from the Oakland Tribune Archives,Annalee Allen,History,3.0,2.0,3.932887445055493
9780373194865,Sky's Pride and Joy,Sandra Steffen,Fiction,3.0,2.0,3.932887445055493
9781570671814,Monday Night Class,Stephen Gaskin,"Body, Mind & Spirit",3.9,57.0,3.9328859890035854
9780345020321,A Fish Dinner in Memison,Eric Rucker Eddison,,3.87,30.0,3.932883983724558
9780451529770,Around the World in Eighty Days,Jules Verne,Fiction,3.92,148.0,3.932880676567302
9780273661948,Marketing and the Bottom Line,Tim Ambler,Business & Economics,3.82,17.0,3.93287857492932
9780140363333,How Do You Lose Those Ninth-Grade Blues?,Barthe DeClements,Obesity,3.74,10.0,3.9328769341554897
9780940244566,Isle of Darksmoke,Larry DiTillio,,2.0,1.0,3.93287624890002
9780816845132,Crackup,Len Morgan,Aircraft accidents,2.0,1.0,3.93287624890002
9780618257768,Inventing America,Garry Wills,History,3.92,151.0,3.9328743874303527
9780919123700,Melville's Moby-Dick,Edward F. Edinger,Psychology,3.84,21.0,3.9328733349908873
9780380815692,The Nightingale's Song,Kathleen Eschenburg,Fiction,3.8,15.0,3.932866218111587
9780521479349,Foucault's Virginity,Simon Goldhill;Professor of Greek Literature and Culture and Fellow and Director of Studies in Classics Simon Goldhill,History,3.75,11.0,3.9328631311102873
9780719566226,Maisie Dobbs,Jacqueline Winspear,Detective and mystery stories,3.92,157.0,3.9328618275629355
9781568821740,Shadows of Yog-Sothoth,Sandy Petersen,Games,3.9,62.0,3.93285883406448
9780373028603,The Love Artist,Valerie Parv,Fiction,3.25,3.0,3.932856944751961
9780807612743,A Persian requiem,Sīmīn Dānishvar,Fiction,3.89,48.0,3.9328555274105432
9781402726620,Gulliver's Travels,Martin Woodside;Jonathan Swift;Jamel Akib,Juvenile Fiction,3.93,724.0,3.9328539886067873
9780195169249,Introduction to Philosophy,John Perry;Michael Bratman;John Martin Fischer,Philosophy,3.76,12.0,3.9328526630812943
9780195108965,Notebooks of the Mind,Vera John-Steiner,Psychology,3.81,17.0,3.932850289916217
9780806930770,Edward Lear,Edward Lear,Juvenile Nonfiction,3.9,64.0,3.932847984641371
9781844580514,Attack of the Jaguar,M. A. Harvey,Juvenile Fiction,3.4,4.0,3.9328431289289165
9781904919520,Three Men in a Boat,Jerome K. Jerome,Boats and boating,3.89,50.0,3.932841344470102
9780441014453,The Eye of Charon,Richard A. Knaak,Fiction,3.88,41.0,3.932837296261995
9781892062437,Teleportation: From Star Trek to Tesla,Commander X;Tim Swartz,"Body, Mind & Spirit",2.83,2.0,3.932830733492172
9781860469015,Baltasar & Blimunda,José Saramago,Aeronautics,3.91,97.0,3.9328292689083275
9780199120093,Clouds,Aristophanes,Drama,3.76,13.0,3.9328238842820302
9780786937707,Love and War,Margaret Weis;Tracy Hickman,Fiction,3.88,43.0,3.932819789599328
9780312252816,Death in the Andamans,M. M. Kaye,Fiction,3.93,813.0,3.93281666923327
9780192875341,Augustine,Henry Chadwick,History,3.74,12.0,3.932812698050696
9780590876124,The Littles and Their Amazing New Friend,John Peterson,Juvenile Fiction,3.92,181.0,3.9328118322013106
9780787967413,Cults in Our Midst,Margaret Thaler Singer,Psychology,3.92,181.0,3.9328118322013106
9780872204621,Statesman,Plato,Philosophy,3.84,25.0,3.932811607189622
9789042003408,'I'm Telling You Stories',Helena Grice;Tim Woods,Literary Criticism,3.7,10.0,3.9328103035803847
9780140289237,For Lust of Knowing,Robert Irwin,Art,3.7,10.0,3.9328103035803847
9780744006452,Castlevania,BradyGames (Firm),Games,3.7,10.0,3.9328103035803847
9781841811109,Zen in Your Garden,Jenny Hendy,Gardens,3.6,7.0,3.932810042076404
9781568821788,Spawn of Azathoth,Keith Herber,,3.81,19.0,3.932809423255677
9780747526032,The Private Parts of Women,Lesley Glaister,English fiction,3.82,21.0,3.932803500846979
9780440415244,Stay!,Lois Lowry,Juvenile Fiction,3.92,188.0,3.932797323351902
9780674802803,Sex and Reason,Richard A. POSNER,Law,3.9,74.0,3.932793844817495
9780791081266,Edith Wharton's The Age of Innocence,Harold Bloom,Juvenile Nonfiction,3.71,11.0,3.9327898496846307
9780439294843,No More Dead Dogs,Gordon Korman,Drama,3.71,11.0,3.9327898496846307
9780345333223,Mission to Moulokin,Alan Dean Foster,Fiction,3.86,34.0,3.932785840137533
9780226348186,"The Progressive Historians--Turner, Beard, Parrington",Richard Hofstadter,History,3.86,34.0,3.932785840137533
9780744520057,Sir Gawain and the Green Knight,Selina Hastings,Arthurian romances,3.89,58.0,3.9327847064604744
9780553251616,From Socrates to Sartre,T. Z. Lavine,Philosophy,3.93,893.0,3.9327839469913153
9780060974367,The Hidden Hand,Carroll John Daly,Fiction,3.43,5.0,3.932779303124902
9780373836932,"And the Envelope, Please...",Barbara Bretton;Emilie Rose;Isabel Sharpe,Fiction,3.57,7.0,3.9327750435346767
9781570031465,F. Scott Fitzgerald on Authorship,Francis Scott Fitzgerald;Judith Baughman,Literary Criticism,3.57,7.0,3.9327750435346767
9780441248834,Betcha Can't Read Just One,Alan Dean Foster,Fiction,3.88,49.0,3.932767339148321
9780553409680,Death of a Snob,M. C. Beaton,Fiction,3.78,17.0,3.932765434876909
9780803292451,A Lie and a Libel,Binjamin W. Segel,History,3.56,7.0,3.932763377354101
9781584794943,Healthy Cooking for IBS,Sophie Braimbridge;Erica Jankovich,Cooking,2.62,2.0,3.932760678031599
9781741044768,Eastern Europe,Tom Masters,Travel,3.89,62.0,3.9327564435768867
9781572307025,Persuasive Communication,James Brian Stiff;Paul A. Mongeau,Language Arts & Disciplines,3.27,4.0,3.932756422521813
9780141016702,Henry IV Part Two,William Shakespeare;Adrian Poole,Literary Criticism,3.8,20.0,3.9327557402351383
9780764122781,Aquatic Turtles,Richard D. Bartlett;Patricia Bartlett,Pets,3.8,20.0,3.9327557402351383
9780801868221,ADHD in Adulthood,Margaret Weiss;Lily Trokenberg Hechtman;Gabrielle Weiss,Medical,3.4,5.0,3.932754295831108
9780822008934,CliffsNotes on Wiesel's Night,Maryam Riess,Literary Criticism,3.4,5.0,3.932754295831108
9780140286014,Wanderlust,Rebecca Solnit,Social Science,3.92,209.0,3.9327539933038724
9780140297973,Pleasing Myself,Frank Kermode,American literature,3.71,12.0,3.932752750504799
9780918273826,Through the Arc of the Rain Forest,Karen Tei Yamashita,Fiction,3.91,119.0,3.9327470988537683
9780596006938,IMovie 4 & IDVD,David Pogue,Computers,3.25,4.0,3.9327430830745667
9780349102504,The Life and Death of My Lord Gilles de Rais,Robert Nye,,3.89,64.0,3.932742326132972
9780743255783,Frankenstein,Mary Wollstonecraft Shelley,Fiction,3.78,18.0,3.932740021620951
9780786719051,The Mammoth Book of Golden Age Science Fiction,Isaac Asimov;Charles G. Waugh;Martin Harry Greenberg,Fiction,3.91,122.0,3.9327359396539707
9780330373579,The Sign of the Cross,Colm Tóibín,Catholics,3.8,21.0,3.932733666703071
9780130887016,C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,Computers,3.0,3.0,3.932731866578102
9780764553028,Sex For Dummies,Sabine Walter,Self-Help,3.62,9.0,3.9327291357355896
9780295979847,Philip Vera Cruz,Craig Scharlin;Lilia V Villanueva,Biography & Autobiography,3.87,45.0,3.9327277696300986
9780345448149,A Chosen Few,Mark Kurlansky,History,3.87,45.0,3.9327277696300986
9780618615384,Mcdougal Littell Science,James Trefil;Houghton Mifflin Company;Rita Ann Calvo;Kenneth Cutler,Juvenile Nonfiction,2.5,2.0,3.932720646339843
9780486256429,Galapagos,William Beebe,Nature,3.84,31.0,3.9327191691860306
9781843537205,The Rough Guide to the Beatles,Chris Ingham,Biography & Autobiography,3.87,46.0,3.932717382948039
9780830826193,The Cross from a Distance,Peter G. Bolt,Religion,3.87,46.0,3.932717382948039
9780803273320,The Lost Continent,C. J. Cutcliffe Hyne,Fiction,3.78,19.0,3.932714616818819
9781589971288,Creative Correction,Lisa Whelchel,Family & Relationships,3.93,1071.0,3.9327137990542442
9780517884546,The Orion Mystery,Robert Bauval,History,3.93,1076.0,3.932711879615086
9780970312532,New York City's Best Dive Bars,Wendy Mitchell,Travel,3.75,16.0,3.9327109797344
9780521398336,The Return of Grand Theory in the Human Sciences,Quentin Skinner,History,3.82,26.0,3.9327097985577844
9780783502007,Pies & Tarts,John Phillip Carroll,Cooking,3.76,17.0,3.932708864850704
9780465003129,The Sword and the Shield,Christopher Andrew;Vasili Mitrokhin,History,3.93,1085.0,3.9327084314581913
9780393321807,Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,Literary Criticism,3.92,233.0,3.9327048311534134
9780823408818,A Picture Book of Thomas Jefferson,,Juvenile Nonfiction,3.72,14.0,3.932701894372457
9780822012191,CliffsNotes on Faulkner's The Sound and the Fury,James L. Roberts,Literary Criticism,3.83,29.0,3.9327018066285766
9780399153891,John's Story,Tim F. LaHaye,Bible,3.93,1108.0,3.932699659210554
9780333187623,Ragtime,E. L. Doctorow,Fiction,3.88,57.0,3.932697567037551
9780727862426,The Dark City,Max Allan Collins,Fiction,3.87,48.0,3.9326966198996804
9780553275216,Forbidden Love,Kate William;Francine Pascal,Juvenile Fiction,3.33,5.0,3.932695945478922
9781400016082,Fodor's Amsterdam,"Fodor's Travel Publications, Inc. Staff",Travel,3.5,7.0,3.932693380270646
9780413735904,A Clockwork Orange,Anthony Burgess,English drama,3.82,27.0,3.932691076777367
9780440229353,How Angel Peterson Got His Name,Gary Paulsen,Juvenile Nonfiction,3.93,1139.0,3.93268792526467
9780061054686,Fugitive Prince,Janny Wurts,Fiction,3.88,59.0,3.932680152830591
9780192781536,"Moby Dick, Or, The White Whale",Herman Melville;Geraldine McCaughrean;Victor G. Ambrus,Juvenile Fiction,3.85,38.0,3.932674562481898
9780486201122,The Philosophy of History,Georg Wilhelm Friedrich Hegel,History,3.82,28.0,3.932672361215519
9780786808397,Baby Einstein: Dogs,Julie Aigner-Clark,Juvenile Fiction,3.81,26.0,3.9326666038076077
9780393098211,Red and Black,Henri Beyle;Stendhal;Robert Merrihew Adams,Fiction,3.87,51.0,3.932665501090945
9780373062324,The Boy in White,Tessa Kay,Fiction,2.33,2.0,3.932663934776522
9780843949742,The Reluctant Reformer,Lynsay Sands,Fiction,3.93,1204.0,3.932663650000895
9780443066016,Anesthesiology Review,Ronald J. Faust;Roy F. Cucchiara,Medical,3.64,11.0,3.932661607189731
9780486296388,Ballet Class Coloring Book,John Green;Caroline Denzler,Juvenile Nonfiction,3.64,11.0,3.932661607189731
9780395740101,The Old Way of Seeing,Jonathan Hale,Architecture,3.89,76.0,3.932657816858581
9780345431103,"Star Wars, Episode I",George Lucas,Fiction,3.92,257.0,3.932656046553169
9780285633148,The Lost World of Agharti,Alec Maclellan,"Body, Mind & Spirit",3.79,23.0,3.93265131185854
9780451185976,The Langoliers,Stephen King,Horror tales,3.92,262.0,3.9326459302136514
9780521663878,The Cambridge Companion to Cervantes,Anthony J. Cascardi,Literary Criticism,3.6,10.0,3.932643727142622
9780140193701,Holy Madness,Georg Feuerstein,Religion,3.71,15.0,3.9326415270617807
9781562549428,The Three Musketeers,Alexandre Dumas,Comics & Graphic Novels,3.56,9.0,3.932639169472938
9780743222044,Drugs and Crime Deviant Pathways,Cândido da Agra;Serge Brochu;Marie-Marthe Cousineau,Criminal behavior,3.83,33.0,3.9326336369996175
9780141184883,The Dharma Bums,Jack Kerouac,Fiction,3.93,1295.0,3.9326303920651657
9781400052370,Eat This Book,Tyler Florence,Cooking,3.92,270.0,3.932629777666378
9781592241873,The Canterville Ghost,Oscar Wilde,Fiction,3.89,80.0,3.9326297213137846
9780891906797,The Great Gatsby,F. Scott Fitzgerald,Fiction,3.91,151.0,3.9326286292011137
9780879975319,The Many Worlds of Magnus Ridolph,Jack Vance,"Science fiction, American",3.92,271.0,3.9326277614988134
9780387987200,Leaps of Faith,Nicholas Humphrey,Medical,3.76,20.0,3.9326227006974506
9781580012515,International Codes,International Code Council,Building laws,3.5,8.0,3.9326212797282136
9781585361618,O Is for Old Dominion,Pamela Duncan Edwards;Troy Howell,Juvenile Nonfiction,3.75,19.0,3.932619810381961
